,count
额，日本没机会了，他们有机会和机遇了,1
这高低是个大佐,1
？他是不是有病,1
没有问题就自己喝了,1
你应该去问海关总署,1
那个外国人是不是语文没学好？理解能力那么差,1
日式英语糙哈哈哈你不说我还没有注意到，属实是好笑糙哈哈哈,1
你喝个看看,1
如果这水是安全的，为什么不放在国家淡水资源里面使用而要排进大海,1
这记者脑积水了吧！！！,1
如果排出去的污染水干净，你放出污染水时，带什么防毒面具啊,1
带佐,1
前赵石虎统治地区，汉人叛变，致使石虎母族鲜卑人累死，石虎疯了,1
坐日本靠海吃饭，如果他们附近的海域，受到了干扰难道他们以后只能吃生米饭刺身了吗,1
日本民众都知道，这日本政府哪能不知道，全部装聋,1
这问题目的太明显了……,1
要我直接反问，那你喝两口？,1
‘’,1
听得很清楚,1
真想给这b一巴掌,1
澄海区土著，良民镇，和平镇兵镇，贵屿镇军镇，铜盂镇官镇，潮阳区土著，文化镇，西胪镇有功良民镇,1
大佐是吧,1
翻译：我就是针对小日子，你听懂人话？,1
既然没问题，那就把ta喝下去。,1
嗯嗯,1
有道理呀，全球海洋都被污染了，不是哪国的海产都有问题咩,1
那给你吃,1
怎么还是你,1
言辞非常锋利，日本政府岂是自私，已经灭绝人性,1
应该用一个“six”来回应那个翻来覆去揪着同一个问题不放的那个人糙哈哈哈,1
排的时候不要科学依据，防的时候要依据了是吧，牛,1
谁不知道你们都是美国的狗！？,1
没问题你们国民自己喝个够,1
很难想象着这人能太抽象了这人,1
那个家伙就不能过一下脑子吗？为什么感觉他又蠢又坏？,1
中国人的理想是有饭吃，不会说我要大富大贵,1
关你 p 事,1
说得对，逻辑清晰,1
整条村都围(有些山卡拉来的),1
要是我直接踹他几脚，给他摁地上给他几个大嘴巴子。,1
这还需要啥字幕啊,1
感觉完全没针对答题啊，像极了我语文理解题的答题方式。只是我说不出这么多,1
措辞严厉,1
以后发动资源没有源源不断的生存下来的人口将少之又少,1
就算是得过且过，也没有这样的吧。,1
为了眼前一点利益而去危害后代。,1
这些国家就这么蠢吗！,1
西方国家对这个事情很冷漠，他们媒体还要指责我们,1
你尽管问，能问出来，算我输,1
提问的有道理，政府针对性地禁止日本海鲜，作为普通百姓，不吃海鲜改吃河鲜更好。因为周边海域都会被污染,1
小日子让我见识人类下限的下限！开除人籍吧,1
讨论食品安全？你先回答核污水安不安全吧,1
大家多多转发！,1
有害才排海没害，为什么要无害？为什么要排海呢？,1
好p,1
日本却让全人类承担了后果,1
前苏联核泄漏自己承担了后果,1
因为是日方排风的所以才禁日方啊，不理解吗,1
这还要科学依据？,1
那不然针对谁？你国家吗,1
保持地球！保护海洋！,1
为什么弹幕减少了？之前一千多的,1
国内号称空运食材的高端日料店哭了,1
我也考虑了这个问题,1
语气变化真的很明显 笑得了,1
这个问题其实很聪明一直在挖坑,1
请你喝完再问,1
现在其他国家的人甚至还不相信,1
已经检测出超标了，别说废话了直接上证据,1
有讨论的必要性吗？日本人都不敢吃福岛食品，渔民收入也锐减80%,1
请你说中文,1
这个逻辑太厉害了,1
什么屁问题？现在才刚开始排，当然先禁始作俑者日本，等以后有相关监测数据再做下一步打算啊,1
我们就是针对日本，怎么了？,1
穷追猛打,1
我没吃过海鲜,1
不管别人太坏了,1
就是说 如果是安全的 他们自己喝掉就行了 干嘛要排,1
不直接回答问题,1
才发现听不清是因为我妹在看动画片,1
他没事吧？,1
省流：强烈反对！,1
如果没问题，就不需要排海，如果有问题，更不应该排海！,1
结果呢？日本还是日本，发达国家依旧还是发达国家。,1
讨论个锤子！给它脸了！,1
国际社会？,1
自己场子不是想安全就安全，根本没有可靠性,1
要不你喝一口？,1
看来需要再来一次东京审判,1
哈哈哈哈哈，就是搞针对,1
谁相信就让谁喝掉,1
日本不要妄图给自己洗白,1
他在说什么屁话？？？？,1
哪怕就是针对小日子，又如何？,1
没问题你咋不排国内,1
既然你又问了，那我只好再骂一遍,1
这名记者自己喜欢吃日本福岛海鲜吗？他的国家的人民喜欢吃吗？,1
这还用字幕？？？？？？？？？,1
人人得而诛之……如此厚颜无耻之国,1
问的哪里逆天了，这不问的挺好吗,1
科学依据是什么？有调查研究支撑吗？,1
一说到日本就生气╰_╯,1
表明立场针对日本,1
如果核废水真的没问题，那干脆让日本人喝光算了,1
如果真的没有问题的话，为什么日本政府不让日本民众来使用这些水呢？,1
这口音就不用字幕了吧,1
这记者黑的真牵强,1
大不了一起禁了，谁怕,1
就是嫌你小日子无耻，非得让人把丑话说出来？,1
立场问题，和其他无关,1
我才发现没配字幕，讲得太清楚了,1
没问题，那为什么不每个日本人喝了呢， 为什么排海,1
等于是问核污染有害有科学依据吗？,1
没问题，干嘛还要排海？自己喝了不好么？？？,1
这个问题没有答非所问,1
哎哎哎，这个问题问的牛笔,1
日本可以洗澡煮茶就用核污染水。,1
小学生不懂科学,1
谁在给造孽者洗地？,1
IAEA相信自己的结论吗？既然那么有自信，为何还做免责声明？,1
你问这个问题的科学依据呢？,1
咋滴，它一排了之，凭啥不禁它,1
我在等富士山爆发,1
确实没有科学依据啊，所以让它们国家大量进口吃进去,1
哇，这里的语气有点霸气，好帅啊,1
废话嘛，变相制裁,1
没问题你怎么不喝完它，排海干什么？,1
说实话问得真的很刁钻,1
是不是美国也禁止进口日本海产品了,1
变脸好快,1
谁相信猪有翅膀？,1
哇 确实,1
这些人...都是正经记者吗？这都问的什么废话？强行洗白？,1
当然都要加强监测啊,1
用核弹净化一下多好。,1
听不清？这都听不清？还是习惯看字幕？,1
什么叫近海?!,1
日本自己喝了不好？,1
有什么区别 ？,1
再掩饰倒霉的也是全人类,1
知小礼的垃圾,1
好像和美国一个研发癌症药物的公司有关，东电也是他们控股的,1
鬼子、倭寇这些名字那才叫：名符其实！,1
那些钱不是有好多花在评论区了吗,1
额洗地都不做干净一点,1
那不是一样，下了雨直接到陆地,1
还的是你,1
为什么钱不用在污染防治上？,1
人类迟早自己玩死自己,1
日本该死啊保护海洋！,1
川元素本来就是海水的重要组成元素,1
蒸发之后封存这是我认为最好的方法。。。,1
无知。。。。,1
各国都在排，这是有多无知？,1
300亿日元，折合rmb多少钱？还不够某些汽车的公关宣传费用,1
造劫乘势局,1
说到底侵华战争输了又没清算明白,1
理解小胡子,1
日本是给美国顶罪的。。。。。。,1
这种方法排出去的放射性核素基本只有氢三，也就是氚，严重的碳14、碘129等根本不会进入大气，氢3的半衰期还只有十多年很快就没了,1
白P失败,1
这图日本住中国大使馆里面明晃晃的放着呢,1
核补完计划,1
字体好评,1
米国：老子水资源战争布局二十年，脚盆核污水排海是战略任务，必须排,1
鬼子这个国家没有存在的必要了,1
小日子没有一个是无辜的,1
说明污染程度远超想象,1
谁做狗国家都明明白白,1
谁说无害就给谁喂核污水,1
多年以后的日本人真是人憎狗嫌,1
《中文网》,1
神tm知音,1
这太eva了,1
公布一下地区,1
5g辐射都怕这个不怕哈哈,1
就问日本人到底是什么成分？真正反人类,1
别想当然,1
故意害全人类，灭了他们,1
区别在于蒸发不会导致碳14，这些重量级放射元素散布，只有氚会进入水循环，而自然界本身就是有氚的,1
美国鬼子,1
小日子压热度带节奏,1
直接排美国内陆行了,1
让他们自己喝完,1
这个垃圾国家,1
开船过去,1
没有束缚的疯狗又没人愿上去把它打一顿，那就只能看着它随地大小便到处乱咬人,1
方便一些人操作呗简直了,1
5780年,1
水的颜色都不一样了！！！,1
我不管你里面有啥，安全你就喝掉，不安全你就别排，扯什么其他的,1
只能说，这很日本,1
日本人一贯如此，不敢承担责任，只会疯狂为自己洗白,1
通通抓起来,1
贪污了呗,1
美国日本滚出地球,1
但对他们影响大啊，所以，不,1
很好，人类从此进入异能修仙时代:）,1
小鬼子你踏马处理啥了啊,1
潍坊医学院2023级医检学生前来打卡,1
国际社会西方根本不宣传这个,1
二鬼子奔赴回国吃辐生,1
Facebook里的假新闻制造机器,1
不要白嫖?,1
先投币，再观看,1
属实把钱花在刀把上了，完全不考虑核污染带来的损失,1
狗粮已到账，可以出来咬人了,1
真的无语,1
比如放射性碘危害就更大，而且还有很多比这更厉害的放射性元素,1
堆芯熔毁泄露的可不只有氚,1
半衰期较长的放射性元素,1
东电幕后金主国,1
因为氚比其他六十多种伤害要低，最好拿来吸引注意,1
把钱花在刀把上,1
小日子骨子里的知小礼无大义，典型把钱花在刀把上,1
不要白嫖！,1
已送上三连让更多人看到,1
已三连,1
大家看到那些记得举报！！！,1
不是蠢就是坏,1
谁说污水无害 让他全家去喝,1
海水中的氚不多吧，但是氘比较多,1
很明显在玩文字游戏，一直把重点引到氚的身上,1
你猜福岛核电站事件为什么是最高的七级，想想切尔诺贝利,1
鹰酱不愧是你,1
propaganda machine（确信）,1
所以小八嘎它就是故意害人！,1
别再拿日本那些BGM来BB越听越恶心。正经点行不行。,1
谁都无法幸免,1
岸田文雄千古罪人切腹谢罪岸田文雄千古罪人切腹谢罪岸田文雄千古罪人切腹谢罪岸田文雄千古罪人切腹谢罪岸田文雄千古罪人切腹谢罪,1
日本鬼子跟你們的仇結更深了,1
前方高能预警,1
bgm是懂的,1
凭什么用水军来洗网，让我们坚定信念，如果没有未来，还有意义吗,1
EVA使徒来袭的BGM,1
大毛有成熟的解决方案，可惜啦,1
将近10难怪它们不急,1
任何有降水的地方，任何有生物的地方,1
使徒来袭，说不定以后真要打使徒了,1
使徒来袭小曲，说不定以后真要打使徒了,1
省流:影响全球所有生物。,1
BGM:BEAST(《新世纪福音战士》插曲),1
好家伙Eva的配乐,1
10年,1
南太平洋相对浓度低，小日子又在巴西囤地，其心可诛,1
这就是针对全人类的软性核打击！不能坐视不管了！,1
全球任何一个角落,1
影响全世界！,1
什么专业人士都是收了钱的公知,1
我早就知道了,1
他能决定什么,1
每个相关人员将日用水替换为核污染水,1
日本想制造哥斯拉，又做超人,1
优秀,1
真尼玛缺德,1
连人都不当了,1
环保组织集体失声！！！！！！！！！！！！！,1
那我还应该谢谢你很贴心是吗,1
这种祸害毁灭吧,1
千岛群岛,1
日本人自己喝了多好,1
人麻了,1
我觉得可以宣战了,1
会影响给蝗军种蘑菇时的数量级,1
谭主的声音,1
这题我会，标准改成180倍的就可以啦,1
鬼子可没说在福岛排核水，极可能拉到北回归线，直接严重影响中国,1
鬼子把核水倒在北回归线，等于对中国饱和式核打击,1
米狗纵容的 针对东亚文明圈的核打击。,1
不用哦 这就用了 ,1
别抢了  绿营还得让你们吃辐岛海鲜呢,1
中介吃完了，毕竟自带狗粮的很多，一点节奏就人间清醒无脑冲,1
对了,1
肯定有那个蒋方舟吧,1
化学吧 吧主,1
我只想那位环保妹儿哪里去了，喝喝废水住院去了吗！？,1
它会不会是想开例，以后可以源源不断的排。加上这些钱部分是支持的国家给的,1
以后卖你们抗癌药,1
蛋花汤里的醋跟纯水里的醋差不多，所以蛋花汤=水,1
经费到账了,1
我就是核电技术人员，再有人说核污染水无害，我来和他对线,1
盐酸氨基,1
言下之意就是,1
希望日本尽快亡国,1
一样个屁，H20能蒸发，C14放射性重金属能蒸发吗,1
氚也不达标,1
鼠目寸光，愚蠢至极,1
在起点就遇到了这种歪曲概念的，给它解释区别还故意装傻。,1
日本的政府机构和媒体行业本来就渗透的很严重,1
为啥曲高和寡啊,1
@刘晓非,1
因为氚总和危害最低,1
ytb上那个整天黑咱们的媒体,1
卢克文为何沉默？事太衰会被钉耻辱柱，不敢了吗？,1
盐也是绿色,1
坚决抵制日本排放核污染水！！！！！！,1
碳14的半衰期是五千多年,1
这个蒸发有个前期处理就是进一步减小污染。然后质量大的元素也不容易随着蒸发一起上天,1
甚至当年他们还搞了一个氚的吉祥物……,1
少量相同成分，和海量独家配方,1
海水本身就含有氚,1
意料之外，情理之中,1
6成超标，就意味着4成严重超标,1
碘-129 半衰期1570万年,1
看看播放量就知道了,1
C14半衰期有5730年,1
《人类玩完计划》,1
碳14还容易结合形成有机物永久存留在体内。,1
《人脉》,1
不得不说，还是浓浓的eva味,1
2800元/十万次播放量,1
海族,1
所以小日子就是纯粹的坏,1
国际社会反对？,1
抛开浓度谈毒性角度刁钻。,1
这些钱还不如实实际际用于核污水的处理上！,1
产经新闻,1
真踏马天才操作。不愧抠搜小日子,1
奥特曼是记录片，,1
招汉奸,1
两百万汉奸,1
排他妈！就跟他妈生狗还是生人就不是一回事！这些洗白的就生的是狗,1
BBC略逊一筹,1
东电造假又不是第一次了哪还有什么公信力。,1
不出意外的是他,1
请转发此条视频，谢谢，,1
这还用思考吗？,1
能否以反人类罪起诉日本政府,1
懂了 就是纯粹的坏,1
外务省:还不是得劳资砸钱撒狗粮才有用,1
老造谣户,1
他以为花钱了就能搞定？,1
小贵子典型的避重就轻,1
居心叵测,1
这些歹毒的鬼子,1
狗粮,1
妈呀，中华上下才五千年,1
入院！,1
谁谴责了？还有没有人管了,1
给的太多了 啥话说不出来,1
看到好几个评论是这样说的了,1
想起那些说5G基站有辐射，用手机有辐射的人，笑笑,1
人类都灭绝了还没过它半衰期,1
破案！,1
挠瘫日本鬼子,1
美丽的富士山喷发吧,1
因为这样比处理核污水便宜，就这么简单,1
如同射击枪口出来子弹也有空气，说打不死人的只盯着空气看,1
如果特指美国，那属实没毛病，美国在比基尼扔了20t核废料,1
氚会穿透换热器,1
美国国内就没人报道，他们就不知道,1
小红书上超级多,1
xhs,1
一群二鬼子,1
大美丽,1
哪来的国际社会。欧盟算上美国80%以上的民众根本不知道这事，现在反对的也就周边这点国家,1
模糊焦点，转移视线,1
国际的一片谴责～呸……24号哪天全世界就我们报道了一下,1
判刑,1
而且，还主要在中文网络传播，很难说日本没有别的想法,1
突然发现字体和EVA的片中字体好像……官方玩梗最为致命,1
所以成本就不是关键啊，他们就是故意想排,1
多以成本根本不是关键啊，他们就是想排,1
美国只因,1
奔着中国来的拖中国后腿,1
好硬核,1
哇太硬核了,1
外媒不谴责,1
不能，空气中的碳大部分是co2但不会凭空产生co2,1
辐射会融化动物,1
美国在压热度，还支持排放,1
插个题外话好像eva的字体,1
？？？6啊,1
谁说无害谁就拿钱了，，网友买核污染水喂它就是了，敢喝就行,1
只能是偷偷制造核武器了,1
鞠躬了事,1
这算是核打击了吧,1
5000年我们都不可能经历,1
哈哈补完,1
川半衰期短,1
问题是已经排了！而且已经开了排核污染水的先例了！！！！,1
铯137强到爆炸的辐射能量,1
既然干净，为什么不留着养鱼？,1
首先排除美国,1
很多国内网友就很有国际视野了，都不用钱就免费帮他们宣传。,1
一句话，既然安全，还扔掉干嘛？你怎么不做工业用水？,1
笑死，所以就不要谴责了，不是应该一起骂？,1
有的人，自以为自己的认知就是最正确的，所以就喜欢指点江山,1
很明显是美国使坏的，他藏的很深，没有任何痕迹和证据就是美国计划的,1
前面的搞错了C-14半衰期5730年吧我记得,1
谁说无污染就喝了他,1
公关费可以做假账然后流入自己口袋,1
电通老甲级战犯了,1
自己搜切尔诺贝利，p事一堆，带点脑子上网，听风就是雨的家伙,1
保护海洋！保护地球！抵制日本排放核污水！支持国家！,1
所有洗地的直接当间谍抓起来啊,1
这一条问题大了去了…… 不过第一条是对的啊喂 只不过排到海里是最差选择,1
有这么多钱，为什么要这么做,1
早年日本拍过奥特曼打怪兽,1
IP正确,1
冷知识：up是央视小号,1
无人生还,1
既想当彪子又想立牌坊,1
出击啊 你要说假话 那我就要说你的比你更假搅浑水,1
前面的就是特地搞一个一眼假的夸张数据来混淆视听、反装忠的高级黑～,1
他们说核污水经过“处理”只剩下氚了，笑死,1
这些都是行走的50万啊,1
他们说经过“处理”的核污水就不是核污水啦,1
保护海洋!保护海洋!保护海洋!,1
升天后就飘到中韩变成乌云下雨咯,1
为了制造淡水资源紧缺达到商业目的,1
来场台风加海啸把污染水送去美国,1
日本人和精日一人一杯，干了,1
纯纯的坏钟,1
那河里了,1
氚会衰减，但是其他核素的辐射可能让氚增多,1
他们根本意不在排核武水，是冲着我们来的,1
阳江人震怒。,1
说明污水里边还有更可怕的污染物,1
卑鄙,1
“全世界”,1
蒋方舟,1
老朋友了这位,1
还国际社会谴责。。。别逗了，西方那边基本都没什么新闻，西方百姓也不关心。,1
这个钱他为什么不能拿来直接解决核污染问题,1
好家伙，难怪倭国越治越穷，人才太多了,1
以为谁家都像小日子那样吃过2个大蘑菇吗,1
宁愿画这么多钱公关，不愿花这些钱治理核污染，是为了日本所谓生命工程项目圈钱做准备吧,1
居然用EVA的模板，确实讽刺的到位,1
给cia就行了,1
目的明确就是拉太平洋国家陪葬,1
保护地球！消灭美日！,1
a霉利贱～,1
看看东京电力背后的大股东：美资,1
说这句话了，只谈立场不谈科学是吧？,1
意料之中，毫不意外。,1
活抓那些日本养的牧羊犬！！,1
挖出来判刑！！！妥妥恶性引导,1
核打击！,1
我以为买无人机呢,1
我记得有一幅画“海纳百氚”   应该是从那时候开始大家关注点都在氚上,1
打回扣懂不懂（）,1
@刘小非,1
这么安全，建议日本首相用这个水泡个澡,1
啧啧 啧,1
为了两块钱人都不做了,1
台湾,1
"霉国的话都不能信,它倭国一条霉国的狗子吠两声更不用听",1
eva风格字幕用在这儿太合适了,1
官方认证,1
米国吗？毕竟是他爹，而且米国也在排,1
精心策划了十几年的舆论战，部分人已沦陷成为肉鸡,1
为什么不直接用这笔钱去处理核污水啊？？准备打水资源战吗？？？,1
排污入海干净又卫生,1
哈哈哈笑死,1
把这个视频推上去，快！,1
國際社會只有兩個國家？,1
精日精不动了,1
即答阿美莉卡,1
或者说日本根本不敢把核电站真实情况说出来，实际操作成本更大,1
视频看完，这其中的阴谋远不是故意排海这么简单,1
《营养价值不一样》（,1
所以重点是碳十四排放还有氚浓度超标的是,1
没钱处理，有钱洗白。呵呵呵,1
美国的计划,1
"剩下的玄大明白应该知道,倭国好多被贪污掉不翼而飞的资金他都有调查过",1
氚宝,1
不然为啥用来考古,1
这条小鱼在乎！那条小鱼也在乎！我这个小鱼也在乎！千千万万个小鱼都在乎！我们不能沉默也不能麻木！保护海洋是我们义不容辞的责任！​,1
《人》,1
钱到账了属于是,1
所以人类以后估计基因都改了,1
一个国家=国际社会,1
活在梦里吗   稀释再净化 氚还是超标的？而且每天蒸一点蒸到猴年马月。既然达标为什么不能排海,1
核污染水和ALPS处理水一样吗？,1
你也说不准  所以是造谣吗,1
笑死了 C14危害大？ ALPS处理水才12Bq/L,1
原来DNF的碳14被日本排海了,1
因为无知,1
700亿活动经费呢,1
真实的偷换概念,1
这样的预算大家才有钱赚，才能推动,1
电通，日系品牌在的中国第一大广告公司,1
给福岛来了核弹完事,1
红客，进攻！,1
无法理解,1
没有日本对世界很重要,1
【更容易扩散】,1
真想给它们两发,1
以便扩散？？？？喵喵喵,1
再给他来一次核爆日本,1
伞兵日本,1
过滤。。。稀释。。。。一个不一定能处理掉，一个压根不处理,1
更容易？？？日本人想毁灭全世界？？？？,1
我呸,1
那近海的渔业咋办,1
来几个大胖子毁灭日本吧,1
更容易扩散,1
日本就是地球上的毒瘤,1
叫日本人的血肉来养鱼祭鱼,1
人一定会把自己玩死,1
核战争宣战！,1
mmd10年就全球海域了！,1
氚海仙人,1
你们tm决定就完了？,1
炸了吧，没救了,1
不然五常挨个扔一个也行,1
俄罗斯 快执行计划吧,1
日本灭国吧,1
原子弹投少了,1
（令和）得令出核吧,1
反人类行为能否对其宣战？,1
炸了！,1
怪兽都在日本,1
到时候挖个哥尔赞出来把日本拆了,1
他们为了往中国扩散的更容易吧，这个该死腐烂的国家，干紧沉没吧,1
红豆泥，斯密马赛。（鞠躬）,1
这家伙又想挨核弹啦,1
丢氢弹吧,1
扩散?!,1
现在又有钱了？？,1
他们已经没救了，直接扔核弹吧,1
伞兵吧,1
我尼玛！！！,1
能不能把航母拉到福岛那24h巡航,1
没人吃海鲜了，整个产业遭到毁灭性打击，,1
沿岸排放是排在日本周边 而通过海地隧道是排放中国周边,1
这还不干他    等他们把地球嚯嚯完了,1
钱就那么重要么？比人命和后代的健康重要？,1
这不干日本人？,1
可以喝的何必排？！,1
不装了  摊牌了,1
留着他们就只会一直搞坏事破坏地球生态,1
霉国和加麻大首冲其次,1
倒海里不就稀释了,1
想抽死他,1
他们不是说能喝吗？直接就地喝了呗。,1
核弹炸它,1
日本真的无耻,1
给它颗氢弹吧,1
这算核攻击了吧,1
扩散核污水，污染全世界～牛批,1
鈤本就没一天消停过,1
谢谢你！陌生人,1
哥斯拉？？！,1
明明就是可以偷偷排，明面上看不到,1
更容易培养哥斯拉,1
人已疯,1
早点把他们扬了吧,1
坏东西,1
我想多活几年……,1
这种都不打么,1
傻逼日本,1
就没人管？？？？？,1
日本去死吧,1
鬼子去死吧,1
估计早就这么干了,1
抗日战争吧我要当女兵,1
亚洲之癌，亚洲之癌,1
排尼玛,1
wc？！,1
累了，日本赶紧沉了吧,1
直接送一颗氢弹吧,1
氢弹该给日本鬼子安排上了,1
都不装了,1
投俩原子弹,1
日本人从来就是这么的变态和龌龊，犯下的罪行罄竹难书，这个岛国需要被净化！,1
我们大发慈悲帮帮胡须六中和核污染好了,1
直接炸了好吧,1
不要脸了是吧,1
非要排是吧,1
什么啥b,1
明修栈道，暗度陈仓！,1
有毒吧,1
还要脸吗,1
这是直接排入洋流里，地球上的海洋没一处幸免！,1
雨大部分也是来自海洋的蒸发！世界上没有一个人幸免！,1
大刀啊-----,1
更容易扩散=日本少点影响,1
送他俩原子弹吧,1
《更省钱》,1
把和他们的外贸停一停，不想人类好那你们自己先尝尝苦头，免得你们死绝的太早尝不到。,1
怎么那么贱呐,1
给你扔个核弹就不用排了,1
他们不可能得逞的,1
快点用核弹吧，别让他排了,1
大海礼貌：你吗？,1
说的是人话吗,1
一发氢弹，环保又简单,1
变相核攻击啊。。,1
早些炸了吧！真的,1
霓虹西内！,1
容易扩散？分明是不易留证，以后咬定没排,1
美国搞生物病毒 日本搞辐射危害 人类之敌了这是,1
这要杀死污染多少海洋生物 要害多少以海产为生的人,1
日本是个比拼核废水排放更高更快更强的国家！开启人类加速毁灭模式的典范！,1
核污染算不算核攻击?,1
对海洋说再见,1
哈哈哈哈个屁 我们也得遭殃,1
用一颗核弹把核燃料引爆，瞬间就可以解决了，何必再等30年。,1
既然要排，直接沿岸排放最简单啊,1
用隧道更不好查。且为什么要用隧道，不是没有污染。你们自己喝了不就行了。,1
这种排放方式更有杀伤力,1
中日友好，中日友好，哈哈哈哈,1
估计要排在韩国这边了,1
当你看见一只蟑螂的时候，已经有一窝蟑螂了,1
这是什么鬼理由,1
有钱挖隧道没钱处理核废水,1
俄罗斯炮轰,1
球球丢个核弹，炸了吧 ,1
直插白宫吧,1
是为了，更好的扩散？好家伙，同归于尽！,1
中国和毛子整个什么鱼雷，给小日子过得不错的日本人把这破隧道给它扬了。(排NM的核废水),1
，，，，，,1
日本怎么还没灭国啊？就很费解,1
蒸发，季风……淡水玩完，植物玩完，昆虫玩完，动物玩完。霉国还有个安第斯山脉，欧洲还有个大西洋，我们有什么？,1
把东京炸了吧,1
更容易扩散……,1
？？？？？20-30年,1
海纳百氚，有容氖大,1
真就敢排放啊,1
中国管不了,1
这是不可逆的伤害丫，坏到骨子里了,1
更容易扩散？？,1
有病?,1
直接接上日本的自来水管啊！,1
让他囤在东京水库自己喝,1
对的，加快扩散更有利于稀释，使浓度下降,1
真的烦这类人,1
?他们不是要核试验吧,1
日本真tm自私,1
rnm再送你亿颗,1
灭了日本吧,1
向鬼子们的头上砍去！,1
白杨和东风准备两年后发射,1
今天已经派船过去检测去了,1
你敢放，那就应该开战。,1
它都这么不要脸了，国际社会还给他什么脸啊,1
早就偷偷排放了，还有美国，英国，法国那些,1
有这钱。。。。。。你他妈还不如多弄罐子,1
以后的孩子只能喝核废水了,1
大海，灭了它丫的,1
伊万我的伊万呢,1
日本人 无耻,1
用隧道排就没人知道出来的废水的最初辐射情况了,1
这就是个世界大战的一个引线,1
日本鬼子该灭了,1
抱歉打扰了：大连日本风情街,1
不愧有美国蝶撑腰,1
更省钱,1
这稀释有任何意义吗,1
严厉要求送他核弹炸沉，谢谢,1
继续增加,1
当时我坐在电视机前破口大骂,1
小日子过得不错的日本人连日子都不想要了是吧,1
你们日本活不过两年了，马上掉沟里,1
就这种国家各国还不群起而攻之就很离谱,1
用氢弹帮他们一把,1
他用核攻击了我们反击直接氢弹炸,1
你们理智一点，日本沉了这些核废水还不是进海里了，建议直接（懂得都懂）,1
理由是这种方案自己看不见所以心里会有底气些,1
没有辐射性，扩散什么？全喝掉！,1
大毛！核弹准备,1
血压升上来了！,1
我祝福它开它开凿隧道的时候吧日本岛挖沉,1
日本什么时候死,1
这些家伙的决定跟玩游戏一样简单,1
更快的用洋流搅拌均匀，流到世界各地海洋中！,1
更容易让核污水扩散，这目的听着就很邪恶……,1
杀币日本,1
大氜苯骶瘑,1
封面为啥写废水？明明是污水,1
以后海鲜还能吃,1
更容易扩散还行，这是完全害死全世界。。、,1
它们能干出什么事已经不奇怪了,1
过个毛线的滤，就是要稀释直排,1
送她一颗邱小姐叭,1
我的痛楚比你更加强烈,1
囸,1
纯属脱裤子放屁，臭不要脸,1
东风快递准备送货！,1
不是没钱，是不想花钱,1
日本可以被炸了，真是太恶毒了,1
传出去，日本核扩散了,1
大家都关注核废水，他们的核反应堆沉到哪儿了？,1
真TM畜生！！！,1
离了个大谱,1
其心可诛,1
BBC CNN呢？怎么不见了？,1
元素级过滤，日本可真厉害，hetui,1
请你们日本人直接喝掉 好吗!!!,1
三胎还生么,1
拉着全人类变异，好家伙,1
哥斯拉:欢迎来到我的世界,1
稀释？脱裤子放屁的行为,1
碰到这样的无赖真的没办法了？,1
30年！呵呵。。。世界上没有一个人是旁观者！,1
这是对全世界进行核打击？,1
《研究》,1
？就为了省钱？,1
就跟放屁一样，要找个通风口,1
好不好世界末日,1
过滤？稀释？,1
炸了它们吧,1
扬了它,1
全球的海洋属于全世界的生物，日本一个弹丸小国就这样轻描淡写的侵害全世界的共同财富,1
氢弹丢过去吧,1
不愧是日本，从古至今都没有半点责任感，全是令人厌恶的蛆虫,1
海洋它家的？说排就排？,1
缺德冒烟的日本鬼子,1
都踏马排了，改正方案，又当又立,1
要不要连个五常给日本再送几颗核温暖活动？,1
看看他们说的什么“人话”,1
大怪兽格斗：东京攻略,1
rnm!,1
日本解放要超车台湾啊这是,1
早就开始偷偷的排了,1
这有什么区别,1
典型的损人不利己,1
近海？我们上海距离也就两千公里  玩起玩着游戏了,1
稀释？,1
那是，离他们远一点咯，换取心理安慰,1
地球你吞了他好不好 我愿意为他默哀,1
日本 灭亡！,1
还是扔氢弹吧,1
强烈建议东风对着东京，它们敢排我们就敢放,1
近海检测到核污染，马上开展核反击！！！,1
我国周边都是什么玩意啊，印度养蛊，日本生化危机,1
是狗吧，还扩散？,1
日本都该死了,1
它们凭什么决定,1
可能早就开始排放了,1
送它颗大伊万,1
灭绝人性,1
哎...日本赶紧毁灭吧,1
直接炸了吧,1
是人说的话，更容易扩散？！，我人傻了,1
礼物送到，灯塔粑粑有望首次品尝,1
？？？？疯了,1
这就是碗要洗七遍的日本吗？,1
辐射能过滤？海里水够多还用人为稀释？,1
日本人素质很高,1
凿沉日本。。,1
日本人的尿性,1
给他们拍电影，让他们遗臭万年,1
一般小孩子说想尿尿的时候已经尿一裤子了,1
恨不得把日本打下来,1
希望富士山赶紧喷发吧,1
果然是立本方案，属实太秀,1
宁愿开隧道,1
直接收复rb吧,1
真就没人管嘛？,1
日本人向来是缺德和卑劣的民族,1
支持众筹核弹,1
给他们来颗核弹吧，世界不需要日本,1
？？？？？？？？？？？？,1
日本赶紧沉没吧 不需要你排放了,1
果然这玩意没当过人,1
礼貌尼玛,1
日本将在9月份沉没,1
这个国家很脏,1
让日本沿海居民更快“进化”。,1
问杀掉这件事情决策人的方法有哪些,1
死日本鬼子,1
换汤不换药，有用吗,1
礼貌你妈,1
主持人一脸无奈,1
坏到极,1
还要不要点儿脸了,1
真是WBD,1
